case_id,contrast,slice_idx,label,label_id,model,gt_pixels,prompt_type,text_prompt,dice,iou,precision,recall
BraTS-MET-00009-000,t2f,80,NETC,1,sam3,657,box,,0.6530849825378346,0.4848746758859118,0.528746465598492,0.8538812785388128
BraTS-MET-00009-000,t2f,80,NETC,1,sam3,657,text,Non-Enhancing Tumor Core,0.4872471416007036,0.32209302325581396,0.5770833333333333,0.4216133942161339
BraTS-MET-00009-000,t2f,80,SNFH,2,sam3,778,box,,0.6395939086294417,0.4701492537313433,0.7337770382695508,0.5668380462724936
BraTS-MET-00009-000,t2f,80,SNFH,2,sam3,778,text,Peritumoral Edema,0.46006389776357826,0.2987551867219917,0.6075949367088608,0.37017994858611825
BraTS-MET-00009-000,t2f,80,ET,3,sam3,1104,box,,0.6801346801346801,0.5153061224489796,0.6352201257861635,0.7318840579710145
BraTS-MET-00009-000,t2f,80,ET,3,sam3,1104,text,Enhancing Tumor,0.5721200387221684,0.4006779661016949,0.6143451143451143,0.5353260869565217
BraTS-MET-00009-000,t2f,81,NETC,1,sam3,635,box,,0.7663817663817664,0.6212471131639723,0.6996098829648895,0.8472440944881889
BraTS-MET-00009-000,t2f,81,NETC,1,sam3,635,text,Non-Enhancing Tumor Core,0.5602901178603807,0.3891687657430731,0.6602564102564102,0.48661417322834644
BraTS-MET-00009-000,t2f,81,SNFH,2,sam3,774,box,,0.6693766937669376,0.5030549898167006,0.7037037037037037,0.6382428940568475
BraTS-MET-00009-000,t2f,81,SNFH,2,sam3,774,text,Peritumoral Edema,0.44574290484140233,0.28678839957035446,0.6297169811320755,0.3449612403100775
BraTS-MET-00009-000,t2f,81,ET,3,sam3,1077,box,,0.6231244483671668,0.45256410256410257,0.5937762825904122,0.6555246053853296
BraTS-MET-00009-000,t2f,81,ET,3,sam3,1077,text,Enhancing Tumor,0.5622032288698955,0.3910171730515192,0.5753158406219631,0.5496750232126276
BraTS-MET-00009-000,t2f,82,NETC,1,sam3,610,box,,0.7874720357941835,0.6494464944649446,0.7222982216142271,0.8655737704918033
BraTS-MET-00009-000,t2f,82,NETC,1,sam3,610,text,Non-Enhancing Tumor Core,0.5831775700934579,0.41160949868073876,0.6782608695652174,0.5114754098360655
BraTS-MET-00009-000,t2f,82,SNFH,2,sam3,782,box,,0.6972477064220184,0.5352112676056338,0.5796610169491525,0.8746803069053708
BraTS-MET-00009-000,t2f,82,SNFH,2,sam3,782,text,Peritumoral Edema,0.4318407960199005,0.2753807106598985,0.9730941704035875,0.2774936061381074
BraTS-MET-00009-000,t2f,82,ET,3,sam3,1046,box,,0.62913622690159,0.4589341692789969,0.5714285714285714,0.6998087954110899
BraTS-MET-00009-000,t2f,82,ET,3,sam3,1046,text,Enhancing Tumor,0.5750950570342205,0.40360240160106736,0.5718336483931947,0.5783938814531548
BraTS-MET-00009-000,t2f,83,NETC,1,sam3,581,box,,0.799373040752351,0.6657963446475196,0.7338129496402878,0.8777969018932874
BraTS-MET-00009-000,t2f,83,NETC,1,sam3,581,text,Non-Enhancing Tumor Core,0.5920155793573515,0.42047026279391425,0.6816143497757847,0.5232358003442341
BraTS-MET-00009-000,t2f,83,SNFH,2,sam3,775,box,,0.6597014925373135,0.4922048997772829,0.5368421052631579,0.8554838709677419
BraTS-MET-00009-000,t2f,83,SNFH,2,sam3,775,text,Peritumoral Edema,0.3244962884411453,0.19367088607594937,0.9107142857142857,0.19741935483870968
BraTS-MET-00009-000,t2f,83,ET,3,sam3,1018,box,,0.6121237812632472,0.44105070250458156,0.5384041759880686,0.7092337917485265
BraTS-MET-00009-000,t2f,83,ET,3,sam3,1018,text,Enhancing Tumor,0.5853658536585366,0.41379310344827586,0.570363466915191,0.6011787819253438
BraTS-MET-00009-000,t2f,84,NETC,1,sam3,563,box,,0.780564263322884,0.6401028277634961,0.6984572230014026,0.8845470692717584
BraTS-MET-00009-000,t2f,84,NETC,1,sam3,563,text,Non-Enhancing Tumor Core,0.5871743486973948,0.4156028368794326,0.6735632183908046,0.5204262877442274
BraTS-MET-00009-000,t2f,84,SNFH,2,sam3,808,box,,0.7268074216250799,0.5708542713567839,0.752317880794702,0.7029702970297029
BraTS-MET-00009-000,t2f,84,SNFH,2,sam3,808,text,Peritumoral Edema,0.6955982641041537,0.5332699619771863,0.6968944099378882,0.6943069306930693
BraTS-MET-00009-000,t2f,84,ET,3,sam3,900,box,,0.6293018682399213,0.45911047345767575,0.564373897707231,0.7111111111111111
BraTS-MET-00009-000,t2f,84,ET,3,sam3,900,text,Enhancing Tumor,0.6134969325153374,0.4424778761061947,0.5681818181818182,0.6666666666666666
BraTS-MET-00009-000,t2f,85,NETC,1,sam3,535,box,,0.7191201353637902,0.5614266842800528,0.6568778979907264,0.794392523364486
BraTS-MET-00009-000,t2f,85,NETC,1,sam3,535,text,Non-Enhancing Tumor Core,0.573469387755102,0.402002861230329,0.6314606741573033,0.525233644859813
BraTS-MET-00009-000,t2f,85,SNFH,2,sam3,889,box,,0.7066916823014384,0.5464216634429401,0.795774647887324,0.6355455568053994
BraTS-MET-00009-000,t2f,85,SNFH,2,sam3,889,text,Peritumoral Edema,0.7276688453159041,0.571917808219178,0.7053854276663146,0.7514060742407199
BraTS-MET-00009-000,t2f,85,ET,3,sam3,853,box,,0.6736842105263158,0.5079365079365079,0.5884413309982487,0.7878077373974208
BraTS-MET-00009-000,t2f,85,ET,3,sam3,853,text,Enhancing Tumor,0.5706695005313497,0.3992565055762082,0.521865889212828,0.6295427901524033
BraTS-MET-00009-000,t2f,86,NETC,1,sam3,514,box,,0.7618147448015122,0.6152671755725191,0.7408088235294118,0.7840466926070039
BraTS-MET-00009-000,t2f,86,NETC,1,sam3,514,text,Non-Enhancing Tumor Core,0.565843621399177,0.3945480631276901,0.6004366812227074,0.5350194552529183
BraTS-MET-00009-000,t2f,86,SNFH,2,sam3,954,box,,0.7934893184130214,0.657672849915683,0.7707509881422925,0.8176100628930818
BraTS-MET-00009-000,t2f,86,SNFH,2,sam3,954,text,Peritumoral Edema,0.7770441848654139,0.6353820598006644,0.7536945812807881,0.8018867924528302
BraTS-MET-00009-000,t2f,86,ET,3,sam3,831,box,,0.6281678437889489,0.45790430042398544,0.4796954314720812,0.9097472924187726
BraTS-MET-00009-000,t2f,86,ET,3,sam3,831,text,Enhancing Tumor,0.5533262935586061,0.38248175182481753,0.4929444967074318,0.6305655836341757
BraTS-MET-00009-000,t2f,87,NETC,1,sam3,480,box,,0.7426841574167508,0.5906902086677368,0.7201565557729941,0.7666666666666667
BraTS-MET-00009-000,t2f,87,NETC,1,sam3,480,text,Non-Enhancing Tumor Core,0.5711229946524065,0.3997005988023952,0.5868131868131868,0.55625
BraTS-MET-00009-000,t2f,87,SNFH,2,sam3,873,box,,0.7628140703517587,0.6165718927701056,0.6794986571172784,0.8694158075601375
BraTS-MET-00009-000,t2f,87,SNFH,2,sam3,873,text,Peritumoral Edema,0.5471428571428572,0.37659783677482794,0.7267552182163188,0.43871706758304696
BraTS-MET-00009-000,t2f,87,ET,3,sam3,819,box,,0.631851532153647,0.4618296529968454,0.4886515353805073,0.8937728937728938
BraTS-MET-00009-000,t2f,87,ET,3,sam3,819,text,Enhancing Tumor,0.48578811369509045,0.32081911262798635,0.4211469534050179,0.5738705738705738
BraTS-MET-00009-000,t2f,88,NETC,1,sam3,436,box,,0.7155555555555555,0.5570934256055363,0.6939655172413793,0.7385321100917431
BraTS-MET-00009-000,t2f,88,NETC,1,sam3,436,text,Non-Enhancing Tumor Core,0.5910112359550562,0.4194577352472089,0.579295154185022,0.6032110091743119
BraTS-MET-00009-000,t2f,88,SNFH,2,sam3,872,box,,0.7607879924953096,0.6139288417865254,0.6436507936507937,0.930045871559633
BraTS-MET-00009-000,t2f,88,SNFH,2,sam3,872,text,Peritumoral Edema,0.6468039003250271,0.477982385908727,0.6129363449691991,0.6846330275229358
BraTS-MET-00009-000,t2f,88,ET,3,sam3,784,box,,0.6305239179954442,0.46041250831669994,0.49043231750531535,0.8826530612244898
BraTS-MET-00009-000,t2f,88,ET,3,sam3,784,text,Enhancing Tumor,0.47365780230807825,0.31032215647600264,0.3904052936311001,0.6020408163265306
BraTS-MET-00009-000,t2f,89,NETC,1,sam3,324,box,,0.547568710359408,0.37700145560407566,0.41639871382636656,0.7993827160493827
BraTS-MET-00009-000,t2f,89,NETC,1,sam3,324,text,Non-Enhancing Tumor Core,0.6041131105398457,0.43278084714548803,0.5176211453744494,0.7253086419753086
BraTS-MET-00009-000,t2f,89,SNFH,2,sam3,885,box,,0.643224022125642,0.47408270238788586,0.4945321992709599,0.919774011299435
BraTS-MET-00009-000,t2f,89,SNFH,2,sam3,885,text,Peritumoral Edema,0.6123436869705526,0.44127906976744186,0.47616060225846923,0.8576271186440678
BraTS-MET-00009-000,t2f,89,ET,3,sam3,791,box,,0.6298237255836112,0.45966620305980527,0.5053516819571865,0.8356510745891277
BraTS-MET-00009-000,t2f,89,ET,3,sam3,791,text,Enhancing Tumor,0.3028571428571429,0.17845117845117844,0.34811165845648606,0.26801517067003794
BraTS-MET-00009-000,t2f,90,NETC,1,sam3,244,box,,0.4358706986444213,0.2786666666666667,0.2923076923076923,0.8565573770491803
BraTS-MET-00009-000,t2f,90,NETC,1,sam3,244,text,Non-Enhancing Tumor Core,0.5777166437414031,0.40618955512572535,0.43478260869565216,0.860655737704918
BraTS-MET-00009-000,t2f,90,SNFH,2,sam3,899,box,,0.5974754558204769,0.426,0.4362519201228879,0.9477196885428254
BraTS-MET-00009-000,t2f,90,SNFH,2,sam3,899,text,Peritumoral Edema,0.5979951607328033,0.4265285996055227,0.4338014042126379,0.9621802002224694
BraTS-MET-00009-000,t2f,90,ET,3,sam3,755,box,,0.6609657947686117,0.49361382419233657,0.5328467153284672,0.8701986754966887
BraTS-MET-00009-000,t2f,90,ET,3,sam3,755,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t2f,91,NETC,1,sam3,190,box,,0.5525040387722132,0.38169642857142855,0.3986013986013986,0.9
BraTS-MET-00009-000,t2f,91,NETC,1,sam3,190,text,Non-Enhancing Tumor Core,0.5355029585798816,0.3656565656565657,0.3724279835390947,0.9526315789473684
BraTS-MET-00009-000,t2f,91,SNFH,2,sam3,932,box,,0.629842180774749,0.45968586387434557,0.4730603448275862,0.9420600858369099
BraTS-MET-00009-000,t2f,91,SNFH,2,sam3,932,text,Peritumoral Edema,0.6246904846126636,0.4542181069958848,0.46596306068601584,0.9474248927038627
BraTS-MET-00009-000,t2f,91,ET,3,sam3,690,box,,0.615546218487395,0.44461305007587254,0.4827018121911038,0.8492753623188406
BraTS-MET-00009-000,t2f,91,ET,3,sam3,690,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t2f,92,NETC,1,sam3,132,box,,0.5128205128205128,0.3448275862068966,0.35714285714285715,0.9090909090909091
BraTS-MET-00009-000,t2f,92,NETC,1,sam3,132,text,Non-Enhancing Tumor Core,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t2f,92,SNFH,2,sam3,958,box,,0.6752966558791802,0.509771986970684,0.5150850246845858,0.9801670146137788
BraTS-MET-00009-000,t2f,92,SNFH,2,sam3,958,text,Peritumoral Edema,0.35008665511265163,0.21218487394957983,0.39197930142302717,0.3162839248434238
BraTS-MET-00009-000,t2f,92,ET,3,sam3,601,box,,0.5463182897862233,0.3758169934640523,0.4247460757156048,0.7653910149750416
BraTS-MET-00009-000,t2f,92,ET,3,sam3,601,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t2f,93,NETC,1,sam3,73,box,,0.25267665952890794,0.14460784313725492,0.14974619289340102,0.8082191780821918
BraTS-MET-00009-000,t2f,93,NETC,1,sam3,73,text,Non-Enhancing Tumor Core,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t2f,93,SNFH,2,sam3,1018,box,,0.7434634331186055,0.5916767189384801,0.6051819864281308,0.9636542239685658
BraTS-MET-00009-000,t2f,93,SNFH,2,sam3,1018,text,Peritumoral Edema,0.6044647967945048,0.4331419196062346,0.7242798353909465,0.518664047151277
BraTS-MET-00009-000,t2f,93,ET,3,sam3,488,box,,0.5156847742922723,0.3474226804123711,0.41147741147741146,0.6905737704918032
BraTS-MET-00009-000,t2f,93,ET,3,sam3,488,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t2f,94,NETC,1,sam3,12,box,,0.0048543689320388345,0.0024330900243309003,0.0025,0.08333333333333333
BraTS-MET-00009-000,t2f,94,NETC,1,sam3,12,text,Non-Enhancing Tumor Core,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t2f,94,SNFH,2,sam3,1079,box,,0.7886855241264559,0.6510989010989011,0.7154716981132075,0.8785912882298424
BraTS-MET-00009-000,t2f,94,SNFH,2,sam3,1079,text,Peritumoral Edema,0.6786315199102636,0.5135823429541596,0.859375,0.5607043558850788
BraTS-MET-00009-000,t2f,94,ET,3,sam3,364,box,,0.5717234262125903,0.40028901734104044,0.4578512396694215,0.760989010989011
BraTS-MET-00009-000,t2f,94,ET,3,sam3,364,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t2f,95,SNFH,2,sam3,1032,box,,0.8421970357454228,0.7274096385542169,0.7654516640253566,0.936046511627907
BraTS-MET-00009-000,t2f,95,SNFH,2,sam3,1032,text,Peritumoral Edema,0.7265209686946249,0.5705009276437848,0.9304084720121029,0.5959302325581395
BraTS-MET-00009-000,t2f,95,ET,3,sam3,308,box,,0.663594470046083,0.496551724137931,0.6297376093294461,0.7012987012987013
BraTS-MET-00009-000,t2f,95,ET,3,sam3,308,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t2f,96,SNFH,2,sam3,1041,box,,0.8912848158131177,0.8038897893030794,0.8371308016877637,0.9529298751200769
BraTS-MET-00009-000,t2f,96,SNFH,2,sam3,1041,text,Peritumoral Edema,0.7524985302763081,0.6032045240339302,0.9696969696969697,0.6147934678194045
BraTS-MET-00009-000,t2f,96,ET,3,sam3,182,box,,0.8604651162790697,0.7551020408163265,0.9135802469135802,0.8131868131868132
BraTS-MET-00009-000,t2f,96,ET,3,sam3,182,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t2f,97,SNFH,2,sam3,1002,box,,0.9174917491749175,0.8475609756097561,0.8695263628239499,0.9710578842315369
BraTS-MET-00009-000,t2f,97,SNFH,2,sam3,1002,text,Peritumoral Edema,0.7568223165554882,0.608780487804878,0.964451313755796,0.6227544910179641
BraTS-MET-00009-000,t2f,97,ET,3,sam3,110,box,,0.8666666666666667,0.7647058823529411,0.91,0.8272727272727273
BraTS-MET-00009-000,t2f,97,ET,3,sam3,110,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t2f,98,SNFH,2,sam3,933,box,,0.9429892141756548,0.892128279883382,0.9053254437869822,0.9839228295819936
BraTS-MET-00009-000,t2f,98,SNFH,2,sam3,933,text,Peritumoral Edema,0.7798340778557754,0.6391213389121339,0.9637223974763407,0.654876741693462
BraTS-MET-00009-000,t2f,98,ET,3,sam3,75,box,,0.8633093525179856,0.759493670886076,0.9375,0.8
BraTS-MET-00009-000,t2f,98,ET,3,sam3,75,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t2f,99,SNFH,2,sam3,884,box,,0.9605855855855856,0.9241603466955579,0.9562780269058296,0.9649321266968326
BraTS-MET-00009-000,t2f,99,SNFH,2,sam3,884,text,Peritumoral Edema,0.7960132890365449,0.6611479028697572,0.964573268921095,0.6776018099547512
BraTS-MET-00009-000,t2f,99,ET,3,sam3,20,box,,0.7567567567567568,0.6086956521739131,0.8235294117647058,0.7
BraTS-MET-00009-000,t2f,99,ET,3,sam3,20,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00009-000,t2f,100,SNFH,2,sam3,830,box,,0.9697336561743342,0.9412455934195064,0.9744525547445255,0.9650602409638555
BraTS-MET-00009-000,t2f,100,SNFH,2,sam3,830,text,Peritumoral Edema,0.8157349896480331,0.6888111888111889,0.9547657512116317,0.7120481927710843
BraTS-MET-00009-000,t2f,101,SNFH,2,sam3,795,box,,0.9700374531835206,0.9418181818181818,0.9628252788104089,0.9773584905660377
BraTS-MET-00009-000,t2f,101,SNFH,2,sam3,795,text,Peritumoral Edema,0.8302425106990015,0.7097560975609756,0.9588138385502472,0.7320754716981132
BraTS-MET-00009-000,t2f,102,SNFH,2,sam3,761,box,,0.9471674092934437,0.8996372430471584,0.9185185185185185,0.9776609724047306
BraTS-MET-00009-000,t2f,102,SNFH,2,sam3,761,text,Peritumoral Edema,0.818116462976276,0.6922141119221411,0.9031746031746032,0.7477003942181341
BraTS-MET-00009-000,t2f,103,SNFH,2,sam3,713,box,,0.9344042838018741,0.8768844221105527,0.8937259923175416,0.9789621318373072
BraTS-MET-00009-000,t2f,103,SNFH,2,sam3,713,text,Peritumoral Edema,0.825,0.7021276595744681,0.8670788253477589,0.7868162692847125
BraTS-MET-00009-000,t2f,104,SNFH,2,sam3,679,box,,0.9217993079584775,0.8549422336328626,0.8694516971279374,0.9808541973490427
BraTS-MET-00009-000,t2f,104,SNFH,2,sam3,679,text,Peritumoral Edema,0.8352315869400152,0.7170795306388527,0.8620689655172413,0.8100147275405007
BraTS-MET-00009-000,t2f,105,SNFH,2,sam3,631,box,,0.906158357771261,0.8284182305630027,0.8431105047748977,0.9793977812995246
BraTS-MET-00009-000,t2f,105,SNFH,2,sam3,631,text,Peritumoral Edema,0.8417721518987342,0.726775956284153,0.8404423380726699,0.8431061806656102
BraTS-MET-00009-000,t2f,106,SNFH,2,sam3,580,box,,0.8997632202052092,0.8177905308464849,0.8296943231441049,0.9827586206896551
BraTS-MET-00009-000,t2f,106,SNFH,2,sam3,580,text,Peritumoral Edema,0.8471760797342193,0.7348703170028819,0.8173076923076923,0.8793103448275862
BraTS-MET-00009-000,t2f,107,SNFH,2,sam3,519,box,,0.8692579505300353,0.76875,0.802610114192496,0.9479768786127167
BraTS-MET-00009-000,t2f,107,SNFH,2,sam3,519,text,Peritumoral Edema,0.837979094076655,0.7211394302848576,0.7647058823529411,0.9267822736030829
BraTS-MET-00009-000,t2f,108,SNFH,2,sam3,459,box,,0.8551992225461613,0.7470288624787776,0.7719298245614035,0.9586056644880174
BraTS-MET-00009-000,t2f,108,SNFH,2,sam3,459,text,Peritumoral Edema,0.8465804066543438,0.7339743589743589,0.7351524879614767,0.9978213507625272
BraTS-MET-00009-000,t2f,109,SNFH,2,sam3,439,box,,0.9425028184892897,0.8912579957356077,0.9330357142857143,0.9521640091116174
BraTS-MET-00009-000,t2f,109,SNFH,2,sam3,439,text,Peritumoral Edema,0.8590998043052838,0.7530017152658662,0.7530017152658662,1.0
BraTS-MET-00009-000,t2f,110,SNFH,2,sam3,416,box,,0.9382422802850356,0.883668903803132,0.9272300469483568,0.9495192307692307
BraTS-MET-00009-000,t2f,110,SNFH,2,sam3,416,text,Peritumoral Edema,0.8446700507614213,0.7311072056239016,0.7311072056239016,1.0
BraTS-MET-00009-000,t2f,111,SNFH,2,sam3,377,box,,0.917617237008872,0.8477751756440282,0.8786407766990292,0.9602122015915119
BraTS-MET-00009-000,t2f,111,SNFH,2,sam3,377,text,Peritumoral Edema,0.8142548596112311,0.6867030965391621,0.6867030965391621,1.0
BraTS-MET-00009-000,t2f,112,SNFH,2,sam3,336,box,,0.9161849710982659,0.8453333333333334,0.8904494382022472,0.9434523809523809
BraTS-MET-00009-000,t2f,112,SNFH,2,sam3,336,text,Peritumoral Edema,0.7706422018348624,0.6268656716417911,0.6268656716417911,1.0
BraTS-MET-00009-000,t2f,113,SNFH,2,sam3,301,box,,0.9090909090909091,0.8333333333333334,0.8742331288343558,0.946843853820598
BraTS-MET-00009-000,t2f,113,SNFH,2,sam3,301,text,Peritumoral Edema,0.7639593908629442,0.6180698151950719,0.6180698151950719,1.0
BraTS-MET-00009-000,t2f,114,SNFH,2,sam3,246,box,,0.8976377952755905,0.8142857142857143,0.8702290076335878,0.926829268292683
BraTS-MET-00009-000,t2f,114,SNFH,2,sam3,246,text,Peritumoral Edema,0.7349397590361446,0.580952380952381,0.583732057416268,0.991869918699187
BraTS-MET-00009-000,t2f,115,SNFH,2,sam3,177,box,,0.8131313131313131,0.6851063829787234,0.7351598173515982,0.9096045197740112
BraTS-MET-00009-000,t2f,115,SNFH,2,sam3,177,text,Peritumoral Edema,0.6627906976744186,0.4956521739130435,0.504424778761062,0.9661016949152542
BraTS-MET-00009-000,t2f,116,SNFH,2,sam3,94,box,,0.6394052044609665,0.46994535519125685,0.49142857142857144,0.9148936170212766
BraTS-MET-00009-000,t2f,116,SNFH,2,sam3,94,text,Peritumoral Edema,0.49865951742627346,0.33214285714285713,0.3333333333333333,0.9893617021276596
BraTS-MET-00002-000,t1n,14,SNFH,2,sam3,76,box,,0.7730061349693251,0.63,0.7241379310344828,0.8289473684210527
BraTS-MET-00002-000,t1n,14,SNFH,2,sam3,76,text,Peritumoral Edema,0.18673218673218672,0.10298102981029811,0.10298102981029811,1.0
BraTS-MET-00002-000,t1n,15,SNFH,2,sam3,124,box,,0.8217054263565892,0.6973684210526315,0.7910447761194029,0.8548387096774194
BraTS-MET-00002-000,t1n,15,SNFH,2,sam3,124,text,Peritumoral Edema,0.2310385064177363,0.13060686015831136,0.13506139154160982,0.7983870967741935
BraTS-MET-00002-000,t1n,16,SNFH,2,sam3,167,box,,0.8424068767908309,0.7277227722772277,0.8076923076923077,0.8802395209580839
BraTS-MET-00002-000,t1n,16,SNFH,2,sam3,167,text,Peritumoral Edema,0.27586206896551724,0.16,0.16819973718791065,0.7664670658682635
BraTS-MET-00002-000,t1n,17,SNFH,2,sam3,204,box,,0.8617511520737328,0.757085020242915,0.8130434782608695,0.9166666666666666
BraTS-MET-00002-000,t1n,17,SNFH,2,sam3,204,text,Peritumoral Edema,0.4426877470355731,0.28426395939086296,0.3027027027027027,0.8235294117647058
BraTS-MET-00002-000,t1n,17,ET,3,sam3,13,box,,0.5217391304347826,0.35294117647058826,0.6,0.46153846153846156
BraTS-MET-00002-000,t1n,17,ET,3,sam3,13,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00002-000,t1n,18,SNFH,2,sam3,217,box,,0.7489539748953975,0.5986622073578596,0.685823754789272,0.8248847926267281
BraTS-MET-00002-000,t1n,18,SNFH,2,sam3,217,text,Peritumoral Edema,0.5045045045045045,0.3373493975903614,0.35,0.9032258064516129
BraTS-MET-00002-000,t1n,18,ET,3,sam3,90,box,,0.8333333333333334,0.7142857142857143,0.8333333333333334,0.8333333333333334
BraTS-MET-00002-000,t1n,18,ET,3,sam3,90,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00002-000,t1n,19,SNFH,2,sam3,207,box,,0.56,0.3888888888888889,0.4489795918367347,0.7439613526570048
BraTS-MET-00002-000,t1n,19,SNFH,2,sam3,207,text,Peritumoral Edema,0.4200426439232409,0.2658569500674764,0.2694938440492476,0.9516908212560387
BraTS-MET-00002-000,t1n,19,ET,3,sam3,175,box,,0.8922155688622755,0.8054054054054054,0.9371069182389937,0.8514285714285714
BraTS-MET-00002-000,t1n,19,ET,3,sam3,175,text,Enhancing Tumor,0.5706051873198847,0.39919354838709675,0.5755813953488372,0.5657142857142857
BraTS-MET-00002-000,t1n,20,SNFH,2,sam3,236,box,,0.5273010920436817,0.3580508474576271,0.41728395061728396,0.7161016949152542
BraTS-MET-00002-000,t1n,20,SNFH,2,sam3,236,text,Peritumoral Edema,0.4673469387755102,0.30492676431424764,0.3077956989247312,0.9703389830508474
BraTS-MET-00002-000,t1n,20,ET,3,sam3,229,box,,0.9195402298850575,0.851063829787234,0.970873786407767,0.8733624454148472
BraTS-MET-00002-000,t1n,20,ET,3,sam3,229,text,Enhancing Tumor,0.7767857142857143,0.635036496350365,0.7945205479452054,0.759825327510917
BraTS-MET-00002-000,t1n,21,SNFH,2,sam3,300,box,,0.5187239944521498,0.350187265917603,0.44418052256532065,0.6233333333333333
BraTS-MET-00002-000,t1n,21,SNFH,2,sam3,300,text,Peritumoral Edema,0.49433962264150944,0.3283208020050125,0.3447368421052632,0.8733333333333333
BraTS-MET-00002-000,t1n,21,ET,3,sam3,255,box,,0.9064449064449065,0.8288973384030418,0.9646017699115044,0.8549019607843137
BraTS-MET-00002-000,t1n,21,ET,3,sam3,255,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00002-000,t1n,22,SNFH,2,sam3,325,box,,0.5879518072289157,0.41638225255972694,0.48316831683168315,0.7507692307692307
BraTS-MET-00002-000,t1n,22,SNFH,2,sam3,325,text,Peritumoral Edema,0.4909090909090909,0.3253012048192771,0.34838709677419355,0.8307692307692308
BraTS-MET-00002-000,t1n,22,ET,3,sam3,282,box,,0.9018867924528302,0.8213058419243986,0.9637096774193549,0.8475177304964538
BraTS-MET-00002-000,t1n,22,ET,3,sam3,282,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00002-000,t1n,23,SNFH,2,sam3,333,box,,0.582639714625446,0.4110738255033557,0.4822834645669291,0.7357357357357357
BraTS-MET-00002-000,t1n,23,SNFH,2,sam3,333,text,Peritumoral Edema,0.46321525885558584,0.30141843971631205,0.4239401496259352,0.5105105105105106
BraTS-MET-00002-000,t1n,23,ET,3,sam3,298,box,,0.8661710037174721,0.7639344262295082,0.9708333333333333,0.7818791946308725
BraTS-MET-00002-000,t1n,23,ET,3,sam3,298,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00002-000,t1n,24,SNFH,2,sam3,339,box,,0.584192439862543,0.41262135922330095,0.47752808988764045,0.7522123893805309
BraTS-MET-00002-000,t1n,24,SNFH,2,sam3,339,text,Peritumoral Edema,0.42916093535075656,0.2732049036777583,0.4020618556701031,0.46017699115044247
BraTS-MET-00002-000,t1n,24,ET,3,sam3,320,box,,0.8526863084922011,0.743202416918429,0.9571984435797666,0.76875
BraTS-MET-00002-000,t1n,24,ET,3,sam3,320,text,Enhancing Tumor,0.0,0.0,0.0,0.0
BraTS-MET-00002-000,t1n,25,SNFH,2,sam3,342,box,,0.5993340732519423,0.42789223454833597,0.48300536672629696,0.7894736842105263
BraTS-MET-00002-000,t1n,25,SNFH,2,sam3,342,text,Peritumoral Edema,0.4745484400656814,0.3110871905274489,0.3299086757990868,0.8450292397660819
BraTS-MET-00002-000,t1n,25,ET,3,sam3,335,box,,0.8938906752411575,0.8081395348837209,0.9686411149825784,0.8298507462686567
BraTS-MET-00002-000,t1n,25,ET,3,sam3,335,text,Enhancing Tumor,0.6954954954954955,0.5331491712707183,0.8772727272727273,0.5761194029850746
BraTS-MET-00002-000,t1n,26,SNFH,2,sam3,376,box,,0.574826560951437,0.40333796940194716,0.45813586097946285,0.7712765957446809
BraTS-MET-00002-000,t1n,26,SNFH,2,sam3,376,text,Peritumoral Edema,0.4670406732117812,0.30466605672461117,0.3171428571428571,0.8856382978723404
BraTS-MET-00002-000,t1n,26,ET,3,sam3,346,box,,0.9223744292237442,0.8559322033898306,0.9742765273311897,0.8757225433526011
BraTS-MET-00002-000,t1n,26,ET,3,sam3,346,text,Enhancing Tumor,0.8068535825545171,0.6762402088772846,0.875,0.7485549132947977
BraTS-MET-00002-000,t1n,27,SNFH,2,sam3,403,box,,0.5828677839851024,0.41130091984231276,0.46646795827123694,0.7766749379652605
BraTS-MET-00002-000,t1n,27,SNFH,2,sam3,403,text,Peritumoral Edema,0.453929539295393,0.2936021034180543,0.31220876048462254,0.8312655086848635
